-455.989	32.939
-455.979	32.939
-455.969	32.939
-455.959	32.939
-455.949	32.939
-455.939	32.939
-455.929	32.939
-455.919	32.939
-455.909	32.939
-455.899	32.939
-455.889	32.939
-455.879	32.939
-455.869	32.939
-455.859	32.939
-455.849	32.939
-455.839	32.939
-455.829	32.939
-455.819	32.939
-455.809	32.939
-455.799	32.939
-455.789	32.939
-455.779	32.939
-455.769	32.939
-455.759	32.939
-455.749	32.939
-455.739	32.939
-455.729	32.939
-455.719	32.939
-455.709	32.939
-455.699	32.939
-455.689	32.939
-455.679	32.979
-455.669	32.979
-455.659	32.979
-455.649	32.979
-455.639	32.979
-455.629	32.979
-455.619	32.979
-455.609	32.979
-455.599	32.979
-455.589	32.979
-455.579	32.979
-455.569	32.979
-455.559	32.979
-455.549	32.979
-455.539	32.979
-455.529	32.979
-455.519	32.979
-455.509	32.979
-455.499	32.979
-455.489	32.979
-455.479	32.979
-455.469	32.979
-455.459	32.979
-455.449	32.979
-455.439	32.979
-455.429	32.979
-455.419	32.979
-455.409	32.979
-455.399	32.979
-455.389	32.979
-455.379	32.979
-455.369	32.979
-455.359	32.979
-455.349	32.979
-455.339	32.979
-455.329	32.979
-455.319	32.979
-455.309	32.979
-455.299	32.979
-455.289	32.979
-455.279	32.979
-455.269	32.979
-455.259	32.979
-455.249	32.979
-455.239	32.979
-455.229	32.979
-455.219	32.979
-455.209	32.979
-455.199	32.979
-455.189	32.979
-455.179	32.979
-455.169	32.939
-455.159	32.939
-455.149	32.939
-455.139	32.939
-455.129	32.939
-455.119	32.939
-455.109	32.939
-455.099	32.939
-455.089	32.939
-455.079	32.939
-455.069	32.939
-455.059	32.939
-455.049	32.939
-455.039	32.939
-455.029	32.939
-455.019	32.939
-455.009	32.939
-454.999	32.939
-454.989	32.939
-454.979	32.939
-454.969	32.939
-454.959	32.939
-454.949	32.939
-454.939	32.939
-454.929	32.939
-454.919	32.939
-454.909	32.939
-454.899	32.939
-454.889	32.939
-454.879	32.939
-454.869	32.939
-454.859	32.939
-454.849	32.939
-454.839	32.939
-454.829	32.939
-454.819	32.939
-454.809	32.939
-454.799	32.939
-454.789	32.939
-454.779	32.939
-454.769	32.939
-454.759	32.939
-454.749	32.939
-454.739	32.939
-454.729	32.939
-454.719	32.939
-454.709	32.939
-454.699	32.939
-454.689	32.939
-454.679	32.939
-454.669	32.939
-454.659	32.979
-454.649	32.979
-454.639	32.979
-454.629	32.979
-454.619	32.979
-454.609	32.979
-454.599	32.979
-454.589	32.979
-454.579	32.979
-454.569	32.979
-454.559	32.979
-454.549	32.979
-454.539	32.979
-454.529	32.979
-454.519	32.979
-454.509	32.979
-454.499	32.979
-454.489	32.979
-454.479	32.979
-454.469	32.979
-454.459	32.979
-454.449	32.979
-454.439	32.979
-454.429	32.979
-454.419	32.979
-454.409	32.979
-454.399	32.979
-454.389	32.979
-454.379	32.979
-454.369	32.979
-454.359	32.979
-454.349	32.979
-454.339	32.979
-454.329	32.979
-454.319	32.979
-454.309	32.979
-454.299	32.979
-454.289	32.979
-454.279	32.979
-454.269	32.979
-454.259	32.979
-454.249	32.979
-454.239	32.979
-454.229	32.979
-454.219	32.979
-454.209	32.979
-454.199	32.979
-454.189	32.979
-454.179	32.979
-454.169	32.979
-454.159	32.979
-454.149	32.979
-454.139	32.979
-454.129	32.979
-454.119	32.979
-454.109	32.979
-454.099	32.979
-454.089	32.979
-454.079	32.979
-454.069	32.979
-454.059	32.979
-454.049	32.979
-454.039	32.979
-454.029	32.979
-454.019	32.979
-454.009	32.979
-453.999	32.979
-453.989	32.979
-453.979	32.979
-453.969	32.979
-453.959	32.979
-453.949	32.979
-453.939	32.979
-453.929	32.979
-453.919	32.979
-453.909	32.979
-453.899	32.979
-453.889	32.979
-453.879	32.979
-453.869	32.979
-453.859	32.979
-453.849	32.979
-453.839	32.979
-453.829	32.979
-453.819	32.979
-453.809	32.979
-453.799	32.979
-453.789	32.979
-453.779	32.979
-453.769	32.979
-453.759	32.979
-453.749	32.979
-453.739	32.979
-453.729	32.979
-453.719	32.979
-453.709	32.979
-453.699	32.979
-453.689	32.979
-453.679	32.979
-453.669	32.979
-453.659	32.979
-453.649	32.979
-453.639	32.939
-453.629	32.939
-453.619	32.939
-453.609	32.939
-453.599	32.939
-453.589	32.939
-453.579	32.939
-453.569	32.939
-453.559	32.939
-453.549	32.939
-453.539	32.939
-453.529	32.939
-453.519	32.939
-453.509	32.939
-453.499	32.939
-453.489	32.939
-453.479	32.939
-453.469	32.939
-453.459	32.939
-453.449	32.939
-453.439	32.939
-453.429	32.939
-453.419	32.939
-453.409	32.939
-453.399	32.939
-453.389	32.939
-453.379	32.939
-453.369	32.939
-453.359	32.939
-453.349	32.939
-453.339	32.939
-453.329	32.939
-453.319	32.939
-453.309	32.939
-453.299	32.939
-453.289	32.939
-453.279	32.939
-453.269	32.939
-453.259	32.939
-453.249	32.939
-453.239	32.939
-453.229	32.939
-453.219	32.939
-453.209	32.939
-453.199	32.939
-453.189	32.939
-453.179	32.939
-453.169	32.939
-453.159	32.939
-453.149	32.939
-453.139	32.939
-453.129	32.979
-453.119	32.979
-453.109	32.979
-453.099	32.979
-453.089	32.979
-453.079	32.979
-453.069	32.979
-453.059	32.979
-453.049	32.979
-453.039	32.979
-453.029	32.979
-453.019	32.979
-453.009	32.979
-452.999	32.979
-452.989	32.979
-452.979	32.979
-452.969	32.979
-452.959	32.979
-452.949	32.979
-452.939	32.979
-452.929	32.979
-452.919	32.979
-452.909	32.979
-452.899	32.979
-452.889	32.979
-452.879	32.979
-452.869	32.979
-452.859	32.979
-452.849	32.979
-452.839	32.979
-452.829	32.979
-452.819	32.979
-452.809	32.979
-452.799	32.979
-452.789	32.979
-452.779	32.979
-452.769	32.979
-452.759	32.979
-452.749	32.979
-452.739	32.979
-452.729	32.979
-452.719	32.979
-452.709	32.979
-452.699	32.979
-452.689	32.979
-452.679	32.979
-452.669	32.979
-452.659	32.979
-452.649	32.979
-452.639	32.979
-452.629	32.979
-452.619	32.939
-452.609	32.939
-452.599	32.939
-452.589	32.939
-452.579	32.939
-452.569	32.939
-452.559	32.939
-452.549	32.939
-452.539	32.939
-452.529	32.939
-452.519	32.939
-452.509	32.939
-452.499	32.939
-452.489	32.939
-452.479	32.939
-452.469	32.939
-452.459	32.939
-452.449	32.939
-452.439	32.939
-452.429	32.939
-452.419	32.939
-452.409	32.939
-452.399	32.939
-452.389	32.939
-452.379	32.939
-452.369	32.939
-452.359	32.939
-452.349	32.939
-452.339	32.939
-452.329	32.939
-452.319	32.939
-452.309	32.939
-452.299	32.939
-452.289	32.939
-452.279	32.939
-452.269	32.939
-452.259	32.939
-452.249	32.939
-452.239	32.939
-452.229	32.939
-452.219	32.939
-452.209	32.939
-452.199	32.939
-452.189	32.939
-452.179	32.939
-452.169	32.939
-452.159	32.939
-452.149	32.939
-452.139	32.939
-452.129	32.939
-452.119	32.939
-452.109	32.939
-452.099	32.939
-452.089	32.939
-452.079	32.939
-452.069	32.939
-452.059	32.939
-452.049	32.939
-452.039	32.939
-452.029	32.939
-452.019	32.939
-452.009	32.939
-451.999	32.939
-451.989	32.939
-451.979	32.939
-451.969	32.939
-451.959	32.939
-451.949	32.939
-451.939	32.939
-451.929	32.939
-451.919	32.939
-451.909	32.939
-451.899	32.939
-451.889	32.939
-451.879	32.939
-451.869	32.939
-451.859	32.939
-451.849	32.939
-451.839	32.939
-451.829	32.939
-451.819	32.939
-451.809	32.939
-451.799	32.939
-451.789	32.939
-451.779	32.939
-451.769	32.939
-451.759	32.939
-451.749	32.939
-451.739	32.939
-451.729	32.939
-451.719	32.939
-451.709	32.939
-451.699	32.939
-451.689	32.939
-451.679	32.939
-451.669	32.939
-451.659	32.939
-451.649	32.939
-451.639	32.939
-451.629	32.939
-451.619	32.939
-451.609	32.939
-451.599	32.979
-451.589	32.979
-451.579	32.979
-451.569	32.979
-451.559	32.979
-451.549	32.979
-451.539	32.979
-451.529	32.979
-451.519	32.979
-451.509	32.979
-451.499	32.979
-451.489	32.979
-451.479	32.979
-451.469	32.979
-451.459	32.979
-451.449	32.979
-451.439	32.979
-451.429	32.979
-451.419	32.979
-451.409	32.979
-451.399	32.979
-451.389	32.979
-451.379	32.979
-451.369	32.979
-451.359	32.979
-451.349	32.979
-451.339	32.979
-451.329	32.979
-451.319	32.979
-451.309	32.979
-451.299	32.979
-451.289	32.979
-451.279	32.979
-451.269	32.979
-451.259	32.979
-451.249	32.979
-451.239	32.979
-451.229	32.979
-451.219	32.979
-451.209	32.979
-451.199	32.979
-451.189	32.979
-451.179	32.979
-451.169	32.979
-451.159	32.979
-451.149	32.979
-451.139	32.979
-451.129	32.979
-451.119	32.979
-451.109	32.979
-451.099	32.979
-451.089	32.979
-451.079	32.979
-451.069	32.979
-451.059	32.979
-451.049	32.979
-451.039	32.979
-451.029	32.979
-451.019	32.979
-451.009	32.979
-450.999	32.979
-450.989	32.979
-450.979	32.979
-450.969	32.979
-450.959	32.979
-450.949	32.979
-450.939	32.979
-450.929	32.979
-450.919	32.979
-450.909	32.979
-450.899	32.979
-450.889	32.979
-450.879	32.979
-450.869	32.979
-450.859	32.979
-450.849	32.979
-450.839	32.979
-450.829	32.979
-450.819	32.979
-450.809	32.979
-450.799	32.979
-450.789	32.979
-450.779	32.979
-450.769	32.979
-450.759	32.979
-450.749	32.979
-450.739	32.979
-450.729	32.979
-450.719	32.979
-450.709	32.979
-450.699	32.979
-450.689	32.979
-450.679	32.979
-450.669	32.979
-450.659	32.979
-450.649	32.979
-450.639	32.979
-450.629	32.979
-450.619	32.979
-450.609	32.979
-450.599	32.979
-450.589	32.979
-450.579	32.979
-450.569	32.979
-450.559	32.979
-450.549	32.979
-450.539	32.979
-450.529	32.979
-450.519	32.979
-450.509	32.979
-450.499	32.979
-450.489	32.979
-450.479	32.979
-450.469	32.979
-450.459	32.979
-450.449	32.979
-450.439	32.979
-450.429	32.979
-450.419	32.979
-450.409	32.979
-450.399	32.979
-450.389	32.979
-450.379	32.979
-450.369	32.979
-450.359	32.979
-450.349	32.979
-450.339	32.979
-450.329	32.979
-450.319	32.979
-450.309	32.979
-450.299	32.979
-450.289	32.979
-450.279	32.979
-450.269	32.979
-450.259	32.979
-450.249	32.979
-450.239	32.979
-450.229	32.979
-450.219	32.979
-450.209	32.979
-450.199	32.979
-450.189	32.979
-450.179	32.979
-450.169	32.979
-450.159	32.979
-450.149	32.979
-450.139	32.979
-450.129	32.979
-450.119	32.979
-450.109	32.979
-450.099	32.979
-450.089	32.979
-450.079	32.979
-450.069	32.979
-450.059	32.939
-450.049	32.939
-450.039	32.939
-450.029	32.939
-450.019	32.939
-450.009	32.939
-449.999	32.939
-449.989	32.939
-449.979	32.939
-449.969	32.939
-449.959	32.939
-449.949	32.939
-449.939	32.939
-449.929	32.939
-449.919	32.939
-449.909	32.939
